,Description,Length
OG4214,hypothetical protein,47
OG4215,FMN-dependent NADH-azoreductase,71
OG4216,Ribose-5-phosphate isomerase B,76
OG4217,Galactose-6-phosphate isomerase subunit LacA,84
OG4218,hypothetical protein,95
OG4219,hypothetical protein,175
OG4220,Pyruvate oxidase,78
OG4221,hypothetical protein,131
OG4222,Tyrosine recombinase XerC AND Tyrosine recombinase XerD,381
OG4223,putative amino-acid import ATP-binding protein YxeO,85
OG4224,hypothetical protein,95
OG4225,hypothetical protein,98
OG4226,hypothetical protein,199
OG4227,Inner membrane transporter YjeM,40
OG4228,hypothetical protein,51
OG4229,hypothetical protein,73
OG4230,hypothetical protein,420
OG4231,hypothetical protein,56
OG4232,hypothetical protein,121
OG4233,hypothetical protein,41
OG4234,hypothetical protein,66
OG4235,hypothetical protein,66
OG4236,hypothetical protein,56
OG4237,hypothetical protein,215
OG4238,Neutral endopeptidase,119
OG4239,hypothetical protein,49
OG4240,Replication protein RepB,232
OG4241,hypothetical protein,53
OG4242,hypothetical protein,66
OG4243,hypothetical protein,341
OG4244,hypothetical protein,231
OG4245,hypothetical protein,60
OG4246,hypothetical protein,303
OG4247,hypothetical protein,401
OG4248,Glycosyltransferase Gtf1,357
OG4249,D-inositol-3-phosphate glycosyltransferase,368
OG4250,hypothetical protein,161
OG4251,hypothetical protein,88
OG4252,hypothetical protein,133
OG4253,hypothetical protein,103
OG4254,hypothetical protein,66
OG4255,hypothetical protein,419
OG4256,hypothetical protein,346
OG4257,hypothetical protein,390
OG4258,hypothetical protein,91
OG4259,Regulatory protein Spx,49
OG4260,hypothetical protein,32
OG4261,hypothetical protein,325
OG4262,Putative glycosyltransferase EpsH,320
OG4263,hypothetical protein,320
OG4264,hypothetical protein,272
OG4265,Teichuronic acid biosynthesis protein TuaB,478
OG4266,hypothetical protein,705
OG4267,hypothetical protein,415
OG4268,Beta-monoglucosyldiacylglycerol synthase,144
OG4269,Carbamate kinase 1,211
OG4270,hypothetical protein,63
OG4271,Multidrug efflux pump SdrM,145
OG4272,hypothetical protein,72
OG4273,hypothetical protein,283
OG4274,hypothetical protein,173
OG4275,hypothetical protein,181
OG4276,Dihydroxy-acid dehydratase,224
OG4277,GTPase Der AND Fe(2+) transporter FeoB,148
OG4278,"Catechol-2,3-dioxygenase",114
OG4279,"Catechol-2,3-dioxygenase",139
OG4280,hypothetical protein,242
OG4281,putative inner membrane transporter YicL,224
OG4282,hypothetical protein,179
OG4283,hypothetical protein,101
OG4284,hypothetical protein,243
OG4285,hypothetical protein,49
OG4286,hypothetical protein,150
OG4287,Copper-exporting P-type ATPase B,568
OG4288,hypothetical protein,517
OG4289,PTS system beta-glucoside-specific EIIBCA component,636
OG4290,hypothetical protein,377
OG4291,hypothetical protein,195
OG4292,hypothetical protein,369
OG4293,hypothetical protein,155
OG4294,hypothetical protein,203
OG4295,4-alpha-glucanotransferase,308
OG4296,hypothetical protein,198
OG4297,IS3 family transposase ISLla3,222
OG4298,hypothetical protein,160
OG4299,Glycerate 2-kinase,161
OG4300,hypothetical protein,324
OG4301,putative formate transporter 1,280
OG4302,Putative glycosyltransferase CsbB AND putative glycosyltransferase,326
OG4303,Ascorbate-specific PTS system EIIA component,272
OG4304,hypothetical protein,95
OG4305,hypothetical protein,354
OG4306,hypothetical protein,49
OG4307,hypothetical protein,80
OG4308,hypothetical protein,147
OG4309,Branched-chain amino acid transport system 2 carrier protein,245
OG4310,Copper-exporting P-type ATPase B,704
OG4311,hypothetical protein,202
OG4312,hypothetical protein,366
OG4313,IS3 family transposase IS981,279
OG4314,hypothetical protein,689
OG4315,Lichenan permease IIC component,256
OG4316,hypothetical protein,102
OG4317,Cold shock-like protein CspLA AND Cold shock protein 2 AND Cold shock protein CspC,91
OG4318,hypothetical protein,232
OG4319,hypothetical protein,446
OG4320,hypothetical protein,1010
OG4321,hypothetical protein,507
OG4322,hypothetical protein,282
OG4323,hypothetical protein,117
OG4324,hypothetical protein,133
OG4325,IS3 family transposase ISSag5,91
OG4326,hypothetical protein,120
OG4327,Catabolite control protein B,307
OG4328,hypothetical protein,614
OG4329,hypothetical protein,295
OG4330,hypothetical protein,915
OG4331,Phosphoglycolate phosphatase AND Pyrophosphatase PpaX,198
OG4332,hypothetical protein,464
OG4333,hypothetical protein,475
OG4334,hypothetical protein,339
OG4335,hypothetical protein,656
OG4336,hypothetical protein,255
OG4337,DNA base-flipping protein,101
OG4338,hypothetical protein,134
OG4339,2-methylcitrate synthase AND Citrate synthase 1,441
OG4340,hypothetical protein,357
OG4341,hypothetical protein,301
OG4342,hypothetical protein,739
OG4343,UDP-N-acetylglucosamine 2-epimerase,362
OG4344,putative multidrug ABC transporter ATP-binding protein YbhF,248
OG4345,hypothetical protein,354
OG4346,hypothetical protein,152
OG4347,hypothetical protein,66
OG4348,hypothetical protein,448
OG4349,hypothetical protein,349
OG4350,Aconitate hydratase A,848
OG4351,hypothetical protein,399
OG4352,Aldose 1-epimerase,339
OG4353,hypothetical protein,243
OG4354,DNA processing protein DprA,282
OG4355,NADH dehydrogenase-like protein,419
OG4356,IS3 family transposase IS981,86
OG4357,hypothetical protein,91
OG4358,L-glyceraldehyde 3-phosphate reductase,334
OG4359,hypothetical protein,107
OG4360,hypothetical protein,182
OG4361,hypothetical protein,260
OG4362,hypothetical protein,106
OG4363,putative protein YbdM,175
OG4364,PTS system beta-glucoside-specific EIIBCA component,636
OG4365,putative ABC transporter ATP-binding protein,272
OG4366,Putative transposon Tn552 DNA-invertase bin3,199
OG4367,hypothetical protein,238
OG4368,hypothetical protein,359
OG4369,hypothetical protein,386
OG4370,DNA ligase,98
OG4371,Deoxyuridine 5'-triphosphate nucleotidohydrolase,144
OG4372,hypothetical protein,646
OG4373,Divalent metal cation transporter MntH,420
OG4374,Microcin C7 self-immunity protein MccF AND putative murein peptide carboxypeptidase,446
OG4375,Capreomycidine synthase,390
OG4376,Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase,231
OG4377,Cold shock-like protein CspLA AND Cold shock protein 1,66
OG4378,"Protein LacX, plasmid",297
OG4379,Enolase,423
OG4380,HTH-type transcriptional regulator HdfR,292
OG4381,Putative glutamine amidotransferase AND Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD,236
OG4382,Transcriptional regulator MtlR,645
OG4383,putative amino-acid permease protein YxeN,295
OG4384,Glyoxal reductase AND putative oxidoreductase/MSMEI_2347 AND putative oxidoreductase YtbE,283
OG4385,hypothetical protein,62
OG4386,hypothetical protein,93
OG4387,Glycogen phosphorylase,800
OG4388,hypothetical protein,68
OG4389,hypothetical protein,140
OG4390,Sensor histidine kinase RcsC AND Sensor histidine kinase GraS AND Adaptive-response sensory-kinase SasA,291
OG4391,hypothetical protein,222
OG4392,Aryl-phospho-beta-D-glucosidase BglH,477
OG4393,putative protein YbdM,180
OG4394,Carbamate kinase 1,314
OG4395,hypothetical protein,307
OG4396,Sorbitol dehydrogenase,249
OG4397,Energy-coupling factor transporter transmembrane protein EcfT,273
OG4398,HTH-type dhaKLM operon transcriptional activator DhaS,187
OG4399,Transcription antiterminator LicT,281
OG4400,Lactose permease,462
OG4401,putative multiple-sugar transport system permease YteP,341
OG4402,Malolactic enzyme,540
OG4403,PTS system beta-glucoside-specific EIIBCA component,521
OG4404,Carbamate kinase 1 AND Carbamate kinase 2,314
OG4405,Aryl-phospho-beta-D-glucosidase BglH,478
OG4406,putative deoxycholate-binding periplasmic protein YgiS AND Oligopeptide-binding protein OppA,549
OG4407,Phosphate-import permease protein PhnE,273
OG4408,High-affinity gluconate transporter,472
OG4409,hypothetical protein,209
OG4410,hypothetical protein,64
OG4411,putative pyridine nucleotide-disulfide oxidoreductase RclA,440
OG4412,Replication protein RepB,207
OG4413,putative cation-transporting ATPase E,775
OG4414,hypothetical protein,69
OG4415,Homoserine O-acetyltransferase,321
OG4416,Glutathione transport system permease protein GsiC,319
OG4417,hypothetical protein,170
OG4418,hypothetical protein,82
OG4419,hypothetical protein,108
OG4420,hypothetical protein,322
OG4421,hypothetical protein,209
OG4422,Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD,146
OG4423,hypothetical protein,232
OG4424,hypothetical protein,93
OG4425,hypothetical protein,211
OG4426,hypothetical protein,268
OG4427,N-(5'-phosphoribosyl)anthranilate isomerase,352
OG4428,hypothetical protein,94
OG4429,hypothetical protein,88
OG4430,hypothetical protein,66
OG4431,Cold shock protein 1,66
OG4432,Cold shock protein 2,66
OG4433,hypothetical protein,195
OG4434,Sorbitol dehydrogenase,356
OG4435,hypothetical protein,243
OG4436,Putative glycosyltransferase CsbB,198
OG4437,hypothetical protein,132
OG4438,23S rRNA (guanine(745)-N(1))-methyltransferase,271
OG4439,HTH-type dhaKLM operon transcriptional activator DhaS,132
OG4440,hypothetical protein,157
OG4441,hypothetical protein,109
OG4442,hypothetical protein,269
OG4443,hypothetical protein,128
OG4444,hypothetical protein,236
OG4445,Arginine deiminase,269
OG4446,putative formate transporter 2,182
OG4447,hypothetical protein,207
OG4448,Homoserine O-acetyltransferase,180
OG4449,hypothetical protein,46
OG4450,Serine recombinase PinR,198
OG4451,Malolactic enzyme,325
OG4452,hypothetical protein,196
OG4453,Energy-coupling factor transporter transmembrane protein EcfT,273
OG4454,N-(5'-phosphoribosyl)anthranilate isomerase,351
OG4455,hypothetical protein,150
OG4456,IS3 family transposase IS981,200
OG4457,hypothetical protein,918
OG4458,Transcriptional regulator MtlR,399
OG4459,hypothetical protein,94
OG4460,hypothetical protein,72
OG4461,Aryl-phospho-beta-D-glucosidase BglA,478
OG4462,hypothetical protein,62
OG4463,hypothetical protein,61
OG4464,Pyruvate oxidase,255
OG4465,hypothetical protein,202
OG4466,hypothetical protein,150
OG4467,hypothetical protein,45
OG4468,hypothetical protein,64
OG4469,Glutathione transport system permease protein GsiC,319
OG4470,hypothetical protein,186
OG4471,UDP-N-acetylglucosamine 2-epimerase,311
OG4472,23S rRNA (guanine(745)-N(1))-methyltransferase,271
OG4473,hypothetical protein,110
OG4474,hypothetical protein,173
OG4475,hypothetical protein,167
OG4476,hypothetical protein,172
OG4477,Arginine deiminase,410
OG4478,hypothetical protein,241
OG4479,hypothetical protein,104
OG4480,hypothetical protein,128
OG4481,putative pyridine nucleotide-disulfide oxidoreductase RclA,233
OG4482,hypothetical protein,120
OG4483,hypothetical protein,345
OG4484,hypothetical protein,530
OG4485,IS3 family transposase IS-LL6,206
OG4486,Serine-pyruvate aminotransferase,249
OG4487,hypothetical protein,335
OG4488,hypothetical protein,77
OG4489,putative cation-transporting ATPase E,470
OG4490,hypothetical protein,464
OG4491,Serine-pyruvate aminotransferase,378
OG4492,hypothetical protein,41
OG4493,Divalent metal cation transporter MntH,217
OG4494,Deoxyuridine 5'-triphosphate nucleotidohydrolase,98
OG4495,hypothetical protein,132
OG4496,hypothetical protein,265
OG4497,Citrate synthase 1,237
OG4498,hypothetical protein,206
OG4499,Aryl-phospho-beta-D-glucosidase BglH,224
OG4500,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase",317
OG4501,hypothetical protein,81
OG4502,DNA polymerase IV,488
OG4503,Glyoxal reductase,151
OG4504,hypothetical protein,307
OG4505,hypothetical protein,439
OG4506,hypothetical protein,196
OG4507,hypothetical protein,279
OG4508,"Phosphoglycolate phosphatase AND Phosphoglycolate phosphatase, chromosomal",198
OG4509,hypothetical protein,118
OG4510,hypothetical protein,202
OG4511,hypothetical protein,266
OG4512,Lactose permease,259
OG4513,NADH dehydrogenase-like protein,261
OG4514,Peptidoglycan-N-acetylglucosamine deacetylase,196
OG4515,hypothetical protein,199
OG4516,"Oligoendopeptidase F, plasmid",601
OG4517,Divalent metal cation transporter MntH,314
OG4518,hypothetical protein,141
OG4519,hypothetical protein,152
OG4520,putative transport protein HsrA AND Multidrug resistance protein Stp,465
OG4521,Enolase,178
OG4522,hypothetical protein,206
OG4523,hypothetical protein,83
OG4524,hypothetical protein,171
OG4525,Sensor histidine kinase RcsC AND Sensor histidine kinase GraS,190
OG4526,hypothetical protein,165
OG4527,hypothetical protein,139
OG4528,hypothetical protein,165
OG4529,putative multidrug ABC transporter ATP-binding protein YbhF AND Sulfate/thiosulfate import ATP-binding protein CysA,114
OG4530,"Oligoendopeptidase F, plasmid",601
OG4531,hypothetical protein,895
OG4532,hypothetical protein,280
OG4533,Glycogen phosphorylase,479
OG4534,hypothetical protein,66
OG4535,hypothetical protein,193
OG4536,Oligopeptide-binding protein OppA,300
OG4537,hypothetical protein,102
OG4538,hypothetical protein,204
OG4539,IS3 family transposase IS1069,152
OG4540,hypothetical protein,396
OG4541,hypothetical protein,161
OG4542,hypothetical protein,105
OG4543,hypothetical protein,302
OG4544,IS982 family transposase ISLll1,78
OG4545,hypothetical protein,392
OG4546,hypothetical protein,936
OG4547,IS3 family transposase ISLla3,288
OG4548,hypothetical protein,445
OG4549,hypothetical protein,180
OG4550,hypothetical protein,234
OG4551,Tyrosine recombinase XerC AND Tyrosine recombinase XerD,398
OG4552,DNA polymerase IV,327
OG4553,hypothetical protein,196
OG4554,IS982 family transposase ISLll1,73
OG4555,hypothetical protein,161
OG4556,Branched-chain amino acid transport system 2 carrier protein,456
OG4557,Glycerate 2-kinase,385
OG4558,DNA ligase,98
OG4559,hypothetical protein,54
OG4560,putative ABC transporter ATP-binding protein,611
OG4561,hypothetical protein,54
OG4562,Tyrosine recombinase XerD,393
OG4563,IS3 family transposase ISSag5,91
OG4564,hypothetical protein,600
OG4565,IS6 family transposase IS1216E AND IS6 family transposase IS1216V,226
OG4566,DNA ligase,107
OG4567,Oligopeptide-binding protein AppA,600
OG4568,Tyrosine recombinase XerD AND Transposase from transposon Tn916,393
OG4569,Pyruvate oxidase,575
OG4570,Divalent metal cation transporter MntH,510
OG4571,Calcium-transporting ATPase 1,897
OG4572,IS3 family transposase IS-LL6,194
OG4573,hypothetical protein,75
OG4574,Tyrosine recombinase XerD AND Tyrosine recombinase XerC,396
OG4575,IS6 family transposase IS1297 AND IS6 family transposase ISS1T,152
OG4576,Pyruvate oxidase,311
OG4577,hypothetical protein,1107
OG4578,Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase,201
OG4579,IS3 family transposase ISSag5,91
OG4580,hypothetical protein,306
OG4581,Serine recombinase PinR,186
OG4582,hypothetical protein,149
OG4583,Serine recombinase PinR,193
OG4584,hypothetical protein,150
OG4585,IS3 family transposase ISLla3,227
OG4586,putative ABC transporter ATP-binding protein,349
OG4587,Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase,362
OG4588,hypothetical protein,124
OG4589,hypothetical protein,176
OG4590,Lichenan permease IIC component,256
OG4591,Glycerate 3-kinase AND Glycerate 2-kinase,178
OG4592,hypothetical protein,335
OG4593,IS6 family transposase IS1216V,152
OG4594,hypothetical protein,231
OG4595,hypothetical protein,327
OG4596,hypothetical protein,221
OG4597,Branched-chain amino acid transport system 2 carrier protein,216
OG4598,hypothetical protein,506
OG4599,IS3 family transposase IS1069,279
OG4600,IS982 family transposase ISLll1 AND IS982 family transposase IS982B AND IS982 family transposase ISLla2,252
OG4601,IS3 family transposase IS-LL6,273
OG4602,hypothetical protein,514
OG4603,hypothetical protein,667
OG4604,DNA polymerase IV,488
OG4605,IS6 family transposase IS946V AND IS6 family transposase IS1297,226
OG4606,Lichenan permease IIC component AND PTS system oligo-beta-mannoside-specific EIIC component,472
OG4607,hypothetical protein,514
OG4608,hypothetical protein,256
OG4609,hypothetical protein,383
OG4610,hypothetical protein,192
OG4611,hypothetical protein,196
OG4612,hypothetical protein,195
OG4613,4-alpha-glucanotransferase,462
OG4614,IS6 family transposase IS1297,152
OG4615,hypothetical protein,379
OG4616,IS3 family transposase IS1069,264
OG4617,hypothetical protein,890
OG4618,hypothetical protein,388
OG4619,hypothetical protein,388
OG4620,IS982 family transposase IS982B AND IS982 family transposase ISLll1,198
OG4621,hypothetical protein,383
OG4622,hypothetical protein,447
OG4623,IS982 family transposase IS982C AND IS982 family transposase IS982,104
OG4624,IS982 family transposase ISLla2 AND IS982 family transposase IS982C,136
OG4625,IS982 family transposase IS982B AND IS982 family transposase ISLll1,282
